congressional_district,County Name,Grade Band,Offers CS?,School District Name,School Id,School Name,School Type (group),Grades Hi,Grades Lo,Gradespan,School Type,School Year,Stage El,Stage Hi,Stage Mi,State,State name,Teaches Cs,Students - Asian,Students - Black,Students - Native American,Students - Hispanic/Latinx,Students - Pacific Islander,Students - Two or More Races,Students - White,urban_rural,Latitude,Longitude,num_students
3,Middlesex County,12-Sep,Yes,LITTLETON,2.51E+11,LITTLETON HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,5.285714286,0.142857143,0.285714286,2,0,2.428571429,52.57142857,Urban,42.541428,-71.507586,440
3,Middlesex County,12-Sep,Yes,NORTH MIDDLESEX,2.51E+11,NORTH MIDDLESEX REGIONAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.571428571,1.142857143,0.285714286,5.714285714,0.142857143,4.285714286,103.5714286,Urban,42.651989,-71.662254,817
5,Middlesex County,Mixed,No,MYSTIC VALLEY REGIONAL CHARTER (DISTRICT),2.50E+11,MYSTIC VALLEY REGIONAL CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,52.28571429,40.57142857,0.714285714,21.57142857,0,10.42857143,103.5714286,Urban,42.434412,-71.044001,1604
9,Nantucket County,12-Sep,Yes,NANTUCKET,2.51E+11,NANTUCKET HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,9.285714286,0.428571429,20.14285714,0,3.714285714,41,Rural,41.27345,-70.098561,533
1,Hampden County,12-Sep,No,PHOENIX ACADEMY PUBLIC CHARTER HIGH SCHOOL SPRINGFIELD (DIST,2.50E+11,PHOENIX ACADEMY PUBLIC CHARTER HIGH SCHOOL SPRINGFIELD,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,No,0.142857143,3.428571429,0.285714286,20.57142857,0,0.571428571,1.857142857,Urban,42.110836,-72.576045,188
1,Hampden County,12-Sep,Yes,WESTFIELD,2.51E+11,WESTFIELD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,5.428571429,3.857142857,0.285714286,25.42857143,0,4.142857143,129.7142857,Urban,42.147333,-72.753434,1184
7,Suffolk County,12-Sep,Yes,CHELSEA,2.50E+11,CHELSEA HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.571428571,8.714285714,0.285714286,178.2857143,0.142857143,3.285714286,9,Urban,42.400085,-71.039951,1402
2,Worcester County,Mixed,Yes,BERLIN-BOYLSTON,2.50E+11,TAHANTO REGIONAL HIGH,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,3.428571429,2.285714286,0.142857143,3.571428571,0.285714286,2.142857143,68.71428571,Rural,42.372469,-71.719192,565
8,Norfolk County,12-Sep,Yes,WEYMOUTH,2.51E+11,WEYMOUTH HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,13,15.14285714,0.428571429,23.42857143,0.285714286,9.857142857,198.7142857,Urban,42.182452,-70.94268,1830
2,Worcester County,12-Sep,Yes,WEBSTER,2.51E+11,BARTLETT HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.571428571,4.714285714,0.142857143,17.28571429,0.142857143,4.142857143,33.57142857,Urban,42.042365,-71.870323,432
7,Suffolk County,12-Sep,No,BOSTON,2.50E+11,GREATER EGLESTON COMMUNITY HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.142857143,7.142857143,0.142857143,5.857142857,0,0.857142857,0.142857143,Urban,42.314052,-71.099189,100
8,Norfolk County,12-Sep,Yes,QUINCY,2.51E+11,NORTH QUINCY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,100.4285714,6.428571429,0.285714286,7.428571429,0.142857143,3.571428571,62.14285714,Urban,42.277469,-71.029125,1264
7,Suffolk County,12-Sep,No,CHELSEA,2.50E+11,CHELSEA OPPORTUNITY ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,0.142857143,0,13.14285714,0,0.142857143,0.142857143,Urban,42.400085,-71.039951,95
2,Worcester County,12-Sep,Yes,BLACKSTONE-MILLVILLE,2.50E+11,BLACKSTONE MILLVILLE RHS,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.571428571,1,0,3.571428571,0,1.428571429,54.42857143,Urban,42.029986,-71.538207,427
9,Bristol County,12-Sep,Yes,NEW BEDFORD,2.51E+11,NEW BEDFORD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.428571429,55.28571429,2.285714286,152.1428571,0.571428571,16.42857143,112.7142857,Urban,41.644291,-70.945822,2401
3,Worcester County,Mixed,Yes,GARDNER,2.51E+11,GARDNER HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,2.428571429,3.285714286,0.285714286,20.85714286,0,5.571428571,66,Urban,42.58351,-71.97929,689
1,Worcester County,12-Sep,Yes,SOUTHERN WORCESTER COUNTY REGIONAL VOCATIONAL TECHNICAL,2.51E+11,BAY PATH REGIONAL VOCATIONAL TECHNICAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,1.571428571,0.285714286,17.57142857,0,1.857142857,141.2857143,Rural,42.13379,-71.95724,1145
6,Essex County,12-Sep,Yes,LAWRENCE,2.51E+11,LAWRENCE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,7.428571429,5.142857143,0,444.2857143,0,1,13.42857143,Urban,42.69013,-71.145571,3321
7,Suffolk County,12-Sep,Yes,REVERE,2.51E+11,SEACOAST SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0,0.285714286,0,5.714285714,0,0.142857143,3.142857143,Urban,42.39502,-70.99232,65
1,Worcester County,12-Sep,Yes,QUABOAG REGIONAL,2.51E+11,QUABOAG REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.142857143,0.142857143,0,3.571428571,0,1.571428571,44.42857143,Rural,42.220584,-72.188142,350
9,Barnstable County,12-Sep,Yes,CAPE COD REGIONAL VOCATIONAL TECHNICAL,2.50E+11,CAPE COD REGION VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.428571429,7.857142857,1.142857143,12,0.142857143,4.285714286,62,Urban,41.71076,-70.075728,616
2,Worcester County,12-Sep,Yes,WACHUSETT,2.51E+11,WACHUSETT REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,10,6,0.285714286,14.71428571,0,6.428571429,254.5714286,Rural,42.353139,-71.874454,2045
9,Bristol County,12-Sep,Yes,GREATER NEW BEDFORD REGIONAL VOCATIONAL TECHNICAL,2.51E+11,GR NEW BEDFORD VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.285714286,25.71428571,0.714285714,72.71428571,0.142857143,16.28571429,184.5714286,Urban,41.690725,-70.937378,2124
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,BRIGHTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,27.28571429,0.285714286,40.14285714,0.428571429,1.428571429,3.714285714,Urban,42.349019,-71.14557,535
4,Norfolk County,12-Sep,Yes,WELLESLEY,2.51E+11,WELLESLEY SR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,26.85714286,8.428571429,0,9.428571429,0,11.42857143,158.5714286,Urban,42.302013,-71.279324,1504
2,Franklin County,12-Sep,Yes,GILL-MONTAGUE,2.51E+11,TURNERS FALL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.142857143,0.571428571,0.142857143,3.428571429,0,1.142857143,22.85714286,Rural,42.587467,-72.542768,198
6,Essex County,12-Sep,Yes,PENTUCKET,2.51E+11,PENTUCKET REGIONAL SR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,0.857142857,0,3.428571429,0,1.285714286,98.14285714,Urban,42.782969,-71.012992,743
2,Hampshire County,Mixed,Yes,WARE,2.51E+11,WARE JUNIOR/SENIOR HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.571428571,1.428571429,0.142857143,3.285714286,0.285714286,3,58.14285714,Rural,42.250131,-72.263203,468
2,Worcester County,12-Sep,Yes,UXBRIDGE,2.51E+11,GATEWAY TO COLLEGE,public & charter,12,10,12-Oct,public,2019,0,1,0,MA,Massachusetts,Yes,0.285714286,0,0.142857143,0.428571429,0.142857143,0.285714286,3.857142857,Rural,42.051153,-71.618045,36
4,Norfolk County,12-Sep,Yes,DOVER-SHERBORN,2.50E+11,DOVER-SHERBORN REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,7.714285714,2.857142857,0.285714286,4.285714286,0,4.428571429,77.42857143,Rural,42.218272,-71.325009,680
2,Worcester County,Mixed,Yes,NORTH BROOKFIELD,2.51E+11,NORTH BROOKFIELD HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.428571429,0,0,2,0,1.571428571,28.57142857,Rural,42.277207,-72.07855,228
6,Middlesex County,12-Sep,Yes,TEWKSBURY,2.51E+11,TEWKSBURY MEMORIAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.714285714,3.857142857,0.142857143,5.428571429,0,1,107.1428571,Urban,42.601731,-71.242414,857
3,Middlesex County,Mixed,Yes,HUDSON,2.51E+11,HUDSON HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,1.857142857,2.571428571,0.285714286,15.71428571,0.142857143,2.285714286,105.4285714,Urban,42.380377,-71.58054,898
5,Middlesex County,12-Sep,Yes,EVERETT,2.50E+11,EVERETT HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,13.71428571,56,1.285714286,150.4285714,0.285714286,4.428571429,59.14285714,Urban,42.414655,-71.044013,1997
6,Middlesex County,12-Sep,No,SHAWSHEEN VALLEY REGIONAL VOCATIONAL TECHNICAL,2.51E+11,SHAWSHEEN VALLEY VOCATIONAL TECHNICAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,1.571428571,1.857142857,0.285714286,9.571428571,0,3.285714286,164.1428571,Urban,42.547624,-71.217926,1265
6,Essex County,12-Sep,Yes,HAMILTON-WENHAM,2.51E+11,HAMILTON-WENHAM REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,0.571428571,0,3.571428571,0,1.857142857,69.57142857,Rural,42.62864,-70.84889,551
3,Worcester County,12-Sep,No,FITCHBURG,2.50E+11,GOODRICH ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.285714286,1.571428571,0,12.42857143,0,1.285714286,12.57142857,Urban,42.57817,-71.78166,197
