congressional_district,County Name,Grade Band,Offers CS?,School District Name,School Id,School Name,School Type (group),Grades Hi,Grades Lo,Gradespan,School Type,School Year,Stage El,Stage Hi,Stage Mi,State,State name,Teaches Cs,Students - Asian,Students - Black,Students - Native American,Students - Hispanic/Latinx,Students - Pacific Islander,Students - Two or More Races,Students - White,urban_rural,Latitude,Longitude,num_students
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,O'BRYANT SCHOOL MATH/SCIENCE,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,46.28571429,74.14285714,0.428571429,75,0.428571429,4.428571429,26.28571429,Urban,42.331358,-71.088923,1589
4,Bristol County,12-Sep,Yes,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL,2.51E+11,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,71.85714286,0,26.57142857,0,12.71428571,93.85714286,Rural,42.010321,-71.081801,1458
5,Middlesex County,12-Sep,Yes,CAMBRIDGE,2.50E+11,CAMBRIDGE RINDGE AND LATIN,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,29.85714286,78.85714286,1,41.85714286,1.142857143,21.85714286,107.8571429,Urban,42.374221,-71.112044,1977
6,Essex County,Mixed,Yes,PIONEER CHARTER SCHOOL OF SCIENCE II (PCSS-II) (DISTRICT),2.50E+11,PIONEER CHARTER SCHOOL OF SCIENCE II (PCSS-II),public & charter,12,7,12-Jul,charter,2019,0,1,1,MA,Massachusetts,Yes,6.142857143,18.28571429,0.142857143,12.28571429,0,0.857142857,13.71428571,Urban,42.465301,-71.018412,360
9,Plymouth County,Mixed,Yes,RISING TIDE CHARTER PUBLIC (DISTRICT),2.50E+11,RISING TIDE CHARTER PUBLIC SCHOOL,public & charter,12,5,12-May,charter,2019,1,1,1,MA,Massachusetts,Yes,1.428571429,0.857142857,1,3.428571429,0,6.142857143,81,Urban,41.957336,-70.696781,657
9,Dukes County,12-Sep,Yes,MARTHA'S VINEYARD,2.51E+11,MARTHA'S VINEYARD REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,4.285714286,1.857142857,18.57142857,0.285714286,4.571428571,65,Urban,41.417936,-70.596081,670
8,Norfolk County,Mixed,Yes,MILTON,2.51E+11,MILTON HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,9.571428571,29.28571429,0.285714286,8.285714286,0.285714286,4.571428571,100.4285714,Urban,42.25159,-71.087037,1070
2,Worcester County,12-Sep,Yes,NARRAGANSETT,2.51E+11,NARRAGANSETT REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0,0.428571429,0,4,0,1.142857143,41.14285714,Urban,42.587922,-72.074137,327
2,Hampshire County,Mixed,No,PIONEER VALLEY CHINESE IMMERSION CHARTER (DISTRICT),2.50E+11,PIONEER VALLEY CHINESE IMMERSION CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,14.85714286,7.142857143,0,5.714285714,0.142857143,9.857142857,39.14285714,Urban,42.352984,-72.558161,540
8,Plymouth County,12-Sep,Yes,BRIDGEWATER-RAYNHAM,2.50E+11,BRIDGEWATER-RAYNHAM REGIONAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.428571429,11.85714286,0.142857143,2.857142857,0.142857143,9.714285714,173.5714286,Urban,41.991114,-70.993141,1419
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,BOSTON INTERNATIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.714285714,20.28571429,0.142857143,35,0.142857143,0,1,Urban,42.281267,-71.080897,429
9,Barnstable County,Mixed,Yes,MONOMOY REGIONAL SCHOOL DISTRICT,2.50E+11,MONOMOY REGIONAL HIGH SCHOOL,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,1.428571429,7.285714286,0.571428571,6.571428571,0.285714286,4,71.14285714,Urban,41.690149,-70.067596,639
8,Plymouth County,Mixed,No,BROCKTON,2.50E+11,HUNTINGTON THERAPEUTIC DAY SCHOOL,public & charter,12,2,12-Feb,public,2019,1,1,1,MA,Massachusetts,No,0.142857143,4.285714286,0.142857143,1.857142857,0,0.428571429,2.285714286,Urban,42.062659,-71.019639,64
1,Berkshire County,Mixed,Yes,LENOX,2.51E+11,LENOX MEMORIAL HIGH,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,2.857142857,0.428571429,0,5.857142857,0,2.142857143,54.28571429,Urban,42.351705,-73.259082,459
3,Worcester County,Mixed,No,CLINTON,2.50E+11,CLINTON SENIOR HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,No,1.285714286,3.142857143,0,19.42857143,0,0.857142857,41,Urban,42.409213,-71.705976,460
9,Bristol County,Mixed,No,ATLANTIS CHARTER (DISTRICT),2.50E+11,ATLANTIS CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,3.285714286,10.14285714,0.285714286,24.42857143,0.142857143,7.714285714,140,Urban,41.670113,-71.1437,1302
6,Essex County,12-Sep,Yes,LYNNFIELD,2.51E+11,LYNNFIELD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4,2.285714286,0,4,0,1.571428571,74.42857143,Urban,42.539097,-71.033263,605
8,Plymouth County,12-Sep,Yes,HINGHAM,2.51E+11,HINGHAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6,2.142857143,0,6.428571429,0,4.857142857,166.5714286,Urban,42.227476,-70.87764,1302
2,Franklin County,Mixed,Yes,PIONEER VALLEY,2.51E+11,PIONEER VALLEY REGIONAL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.428571429,0.571428571,0,0.857142857,0,1.428571429,39.28571429,Rural,42.683668,-72.484978,298
7,Suffolk County,12-Sep,No,BOSTON,2.50E+11,COMMUNITY ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,4.142857143,0.142857143,3.571428571,0,0.142857143,0.142857143,Urban,42.30897,-71.103453,57
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,HORACE MANN SCHOOL FOR THE DEAF,public & charter,12,1,12-Jan,public,2019,1,1,1,MA,Massachusetts,Yes,0.571428571,3.714285714,0,5.428571429,0,0,1.142857143,Urban,42.352795,-71.137633,76
2,Hampshire County,Mixed,Yes,HATFIELD,2.51E+11,SMITH ACADEMY,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.285714286,0.142857143,0,0.714285714,0,0.857142857,24.85714286,Rural,42.375684,-72.600775,188
4,Middlesex County,12-Sep,Yes,NEWTON,2.51E+11,NEWTON SOUTH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,61.57142857,13.85714286,0,17.71428571,0,16.42857143,173.1428571,Urban,42.314307,-71.186496,1983
2,Worcester County,Mixed,Yes,MILLBURY,2.51E+11,MILLBURY JUNIOR/SENIOR HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,3.428571429,4.285714286,0.142857143,10.28571429,0,3.714285714,84.57142857,Urban,42.19995,-71.76752,745
1,Hampden County,Mixed,Yes,MONSON,2.51E+11,MONSON HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.571428571,0.571428571,0,1.857142857,0.571428571,1.142857143,47,Rural,42.115341,-72.324032,362
9,Barnstable County,Mixed,Yes,BARNSTABLE,2.50E+11,BARNSTABLE HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,4.714285714,22,1,43.14285714,0.571428571,11.28571429,175.2857143,Urban,41.654603,-70.320358,1807
1,Hampden County,Mixed,Yes,PALMER,2.51E+11,PALMER HIGH,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,2.285714286,2.428571429,0.285714286,10,0,4.857142857,74.71428571,Urban,42.185599,-72.339622,662
7,Suffolk County,Mixed,No,BOSTON GREEN ACADEMY HORACE MANN CHARTER SCHOOL (DISTRICT),2.50E+11,BOSTON GREEN ACADEMY HORACE MANN CHARTER SCHOOL,public & charter,12,6,12-Jun,charter,2019,0,1,1,MA,Massachusetts,No,1.142857143,30.71428571,0.142857143,31.71428571,0.285714286,2,5.428571429,Urban,42.350353,-71.145895,500
2,Worcester County,Mixed,Yes,ABBY KELLEY FOSTER CHARTER PUBLIC (DISTRICT),2.50E+11,ABBY KELLEY FOSTER CHARTER PUBLIC SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,7.142857143,106.7142857,0.714285714,42.42857143,0.142857143,6.571428571,39.85714286,Urban,42.305635,-71.801599,1425
7,Norfolk County,12-Sep,Yes,RANDOLPH,2.51E+11,RANDOLPH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,17.57142857,51.57142857,0,12.85714286,0.428571429,3.285714286,7.857142857,Urban,42.162284,-71.044996,655
8,Norfolk County,12-Sep,Yes,CANTON,2.50E+11,CANTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,16,15.85714286,0,8.571428571,0,6.428571429,91.85714286,Urban,42.162712,-71.145292,974
7,Suffolk County,12-Sep,No,BOSTON,2.50E+11,BOSTON COLLABORATIVE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.428571429,8,0,12.85714286,0,0.714285714,3,Urban,42.333615,-71.050763,175
1,Hampden County,12-Sep,Yes,CHICOPEE,2.50E+11,CHICOPEE COMPREHENSIVE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4,4,0.428571429,46,0,3.714285714,110.8571429,Urban,42.177135,-72.591822,1183
1,Hampden County,12-Sep,Yes,HOLYOKE,2.51E+11,HOLYOKE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,4.857142857,0.142857143,172.2857143,0.142857143,2.428571429,35.57142857,Urban,42.200352,-72.623346,1517
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,LYON UPPER 9-12,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.571428571,4.428571429,0,6.857142857,0,1,5.142857143,Urban,42.352112,-71.160823,133
*,Plymouth County,12-Sep,No,HULL,2.51E+11,HULL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.571428571,0.714285714,0,0.714285714,0,0.571428571,36.57142857,Urban,42.304364,-70.920355,274
5,Middlesex County,12-Sep,Yes,WOBURN,2.51E+11,WOBURN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,11.28571429,12,0.857142857,23.42857143,0.142857143,2.714285714,127.8571429,Urban,42.483109,-71.14361,1249
8,Plymouth County,12-Sep,Yes,SCITUATE,2.51E+11,SCITUATE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.285714286,3.714285714,0,1.285714286,0,1.857142857,124.1428571,Urban,42.20008,-70.769616,934
5,Middlesex County,12-Sep,Yes,WAYLAND,2.51E+11,WAYLAND HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,21.42857143,5.285714286,0,5.714285714,0.142857143,8,78.85714286,Urban,42.342455,-71.374757,836
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,THE ENGLISH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.714285714,29.42857143,0.142857143,46.85714286,0.142857143,1,2.428571429,Urban,42.306235,-71.109548,566
1,Hampshire County,Mixed,Yes,PIONEER VALLEY PERFORMING ARTS CHARTER PUBLIC (DISTRICT),2.50E+11,PIONEER VALLEY PERFORMING ARTS CHARTER PUBLIC SCHOOL,public & charter,12,7,12-Jul,charter,2019,0,1,1,MA,Massachusetts,Yes,1,5.142857143,0,10.71428571,0.142857143,4.285714286,35,Urban,42.24129,-72.59941,396
6,Essex County,12-Sep,Yes,NORTH ANDOVER,2.51E+11,NORTH ANDOVER HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,14.14285714,6.857142857,0,20.14285714,0.285714286,3.714285714,151.5714286,Urban,42.701068,-71.116598,1377
5,Middlesex County,Mixed,Yes,NATICK,2.51E+11,NATICK HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,20.42857143,8.571428571,0.142857143,16.42857143,0.285714286,12.28571429,193.1428571,Urban,42.276102,-71.361577,1762
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,MADISON PARK HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,56.28571429,0.571428571,80.14285714,0.571428571,2.428571429,3.857142857,Urban,42.331867,-71.090468,1021
4,Norfolk County,12-Sep,Yes,MEDFIELD,2.51E+11,MEDFIELD SENIOR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6.285714286,1.142857143,0.142857143,2.714285714,0,3.571428571,101,Urban,42.184839,-71.297268,804
9,Bristol County,12-Sep,Yes,FAIRHAVEN,2.50E+11,FAIRHAVEN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,1.857142857,0.571428571,5.571428571,0,2,87.42857143,Urban,41.643579,-70.905505,699
2,Worcester County,12-Sep,Yes,ATHOL-ROYALSTON,2.50E+11,ATHOL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.142857143,0.571428571,0,3.142857143,0,1.857142857,41.14285714,Urban,42.582887,-72.204236,328
4,Bristol County,Mixed,Yes,FALL RIVER,2.50E+11,RESILIENCY PREPARATORY ACADEMY,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.142857143,4.428571429,0.142857143,10.85714286,0,2.142857143,12.71428571,Urban,41.705563,-71.152256,214
9,Plymouth County,12-Sep,Yes,OLD COLONY REGIONAL VOCATIONAL TECHNICAL,2.51E+11,OLD COLONY REGIONAL VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.714285714,0.857142857,0.142857143,1.857142857,0,2,73.71428571,Rural,41.78594,-70.8716,556
9,Plymouth County,Mixed,Yes,SILVER LAKE,2.51E+11,SILVER LAKE REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,1.857142857,3,0.428571429,3.142857143,0.142857143,1,167.1428571,Urban,42.015077,-70.785514,1237
6,Essex County,12-Sep,No,LYNN,2.51E+11,LYNN ENGLISH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,24.71428571,26.57142857,1.142857143,190.4285714,0,6.571428571,31.28571429,Urban,42.476888,-70.943933,1966
6,Essex County,12-Sep,Yes,SALEM,2.51E+11,SALEM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.571428571,6.428571429,0.142857143,58.42857143,0,5.571428571,52.42857143,Urban,42.506317,-70.910966,886
2,Franklin County,Mixed,Yes,FRONTIER,2.51E+11,FRONTIER REGIONAL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,2.857142857,2.142857143,0,4.285714286,0.142857143,3.142857143,81,Urban,42.483477,-72.605638,655
6,Essex County,12-Sep,Yes,IPSWICH,2.51E+11,IPSWICH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,0.571428571,0,4.142857143,0,3.285714286,68.85714286,Urban,42.688641,-70.851354,547
6,Essex County,12-Sep,Yes,ESSEX NORTH SHORE AGRICULTURAL AND TECHNICAL SCHOOL DISTRICT,2.50E+11,ESSEX NORTH SHORE AGRICULTURAL AND TECHNICAL SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,2.571428571,0.714285714,27.85714286,0.142857143,7.857142857,170.7142857,Urban,42.59188,-70.978476,1492
3,Middlesex County,Mixed,Yes,ADVANCED MATH AND SCIENCE ACADEMY CHARTER (DISTRICT),2.50E+11,ADVANCED MATH AND SCIENCE ACADEMY CHARTER SCHOOL,public & charter,12,6,12-Jun,charter,2019,0,1,1,MA,Massachusetts,Yes,23.28571429,3,0.285714286,9.285714286,0,9.142857143,92.57142857,Urban,42.333658,-71.577779,963
6,Middlesex County,12-Sep,Yes,READING,2.51E+11,READING MEMORIAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,9.571428571,3.714285714,0.285714286,4.142857143,0,2.857142857,154.8571429,Urban,42.534679,-71.109086,1230
1,Hampden County,12-Sep,Yes,SPRINGFIELD,2.51E+11,HIGH SCHOOL OF COMMERCE,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.285714286,30.14285714,0.428571429,110.8571429,0.285714286,1.857142857,10.71428571,Urban,42.10642,-72.577064,1096
8,Norfolk County,12-Sep,Yes,WALPOLE,2.51E+11,WALPOLE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,8.142857143,4.714285714,0.714285714,8.714285714,0,3.571428571,128.1428571,Urban,42.136641,-71.247798,1078
1,Hampshire County,Mixed,Yes,GRANBY,2.51E+11,GRANBY JR SR HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.571428571,0.142857143,0,3.714285714,0,1.571428571,42.71428571,Rural,42.264668,-72.494036,341
1,Hampden County,12-Sep,Yes,LONGMEADOW,2.51E+11,LONGMEADOW HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,13.57142857,3.285714286,0.142857143,4.857142857,0.142857143,4.142857143,108.4285714,Urban,42.055,-72.559316,942
5,Middlesex County,Mixed,Yes,MEDFORD,2.51E+11,MEDFORD HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,20.14285714,26.28571429,0.142857143,23.85714286,0.142857143,7.285714286,110,Urban,42.42956,-71.12548,1315
6,Middlesex County,12-Sep,Yes,NORTH READING,2.51E+11,NORTH READING HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4,0.714285714,0.142857143,2.571428571,0.142857143,2.571428571,95.57142857,Urban,42.577572,-71.084201,740
8,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,EXCEL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.71428571,25.14285714,0.428571429,24.85714286,0.142857143,0.857142857,5.571428571,Urban,42.332874,-71.044766,488
1,Hampden County,12-Sep,Yes,SPRINGFIELD,2.51E+11,SPRINGFIELD HIGH SCHOOL OF SCIENCE AND TECHNOLOGY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3,31.28571429,0.142857143,126,0.285714286,2,15.14285714,Urban,42.118115,-72.550205,1245
7,Suffolk County,Mixed,Yes,MATCH CHARTER PUBLIC SCHOOL (DISTRICT),2.50E+11,MATCH CHARTER PUBLIC SCHOOL,public & charter,12,PK,PK - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,0.857142857,84,0.714285714,82,0.428571429,3.857142857,2.857142857,Urban,42.352098,-71.121004,1223
2,Worcester County,12-Sep,Yes,WORCESTER,2.51E+11,NORTH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,10.28571429,39.71428571,0.142857143,91,0,5.571428571,32.28571429,Urban,42.260838,-71.766893,1253
1,Berkshire County,12-Sep,Yes,PITTSFIELD,2.51E+11,PITTSFIELD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.285714286,11.71428571,0.142857143,14.42857143,0,5,74.28571429,Urban,42.446941,-73.248278,755
8,Norfolk County,Mixed,Yes,AVON,2.50E+11,AVON MIDDLE HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,2.428571429,16.57142857,0.142857143,4.285714286,0,3,17.71428571,Urban,42.129677,-71.043032,309
4,Bristol County,Mixed,Yes,DIGHTON-REHOBOTH,2.50E+11,DIGHTON-REHOBOTH REGIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,1,1.571428571,0.142857143,4,0,2.285714286,101.1428571,Rural,41.852889,-71.196809,771
3,Middlesex County,12-Sep,No,ASSABET VALLEY REGIONAL VOCATIONAL TECHNICAL,2.50E+11,ASSABET VALLEY VOCATIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.857142857,2.857142857,0.428571429,30.71428571,0,3.714285714,123.5714286,Urban,42.368204,-71.566451,1141
4,Bristol County,12-Sep,Yes,GREATER FALL RIVER REGIONAL VOCATIONAL TECHNICAL,2.51E+11,DIMAN REGIONAL VOCATIONAL TECHNICAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.714285714,6.428571429,1.142857143,25.14285714,0.142857143,11.14285714,156,Urban,41.699897,-71.124692,1433
8,Norfolk County,12-Sep,Yes,STOUGHTON,2.51E+11,STOUGHTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,10.14285714,38.85714286,0.285714286,13.85714286,0.285714286,4.571428571,78,Urban,42.129104,-71.10879,1022
8,Norfolk County,12-Sep,Yes,QUINCY,2.51E+11,QUINCY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,51.42857143,25.28571429,0.571428571,18.57142857,0.571428571,7.857142857,116,Urban,42.253819,-71.000466,1543
2,Worcester County,Mixed,No,WORCESTER,2.51E+11,CLAREMONT ACADEMY,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,No,6.857142857,8.857142857,0.142857143,60.71428571,0,1.285714286,5.142857143,Urban,42.25421,-71.817732,581
2,Worcester County,12-Sep,Yes,SPENCER-E BROOKFIELD,2.50E+11,DAVID PROUTY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,1.285714286,0.285714286,4.714285714,0,0.571428571,29.42857143,Urban,42.25046,-71.976965,261
7,Norfolk County,12-Sep,Yes,BROOKLINE,2.50E+11,BROOKLINE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,48.57142857,23.28571429,0,33.71428571,0.285714286,29.14285714,161.2857143,Urban,42.332894,-71.128843,2083
9,Plymouth County,Mixed,No,SOUTH SHORE CHARTER PUBLIC (DISTRICT),2.50E+11,SOUTH SHORE CHARTER PUBLIC SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,8,46,0.428571429,5.857142857,0.285714286,12,70,Urban,42.156729,-70.881198,1001
1,Hampden County,12-Sep,No,SPRINGFIELD,2.51E+11,GATEWAY TO COLLEGE AT HOLYOKE COMMUNITY COLLEGE,public & charter,12,10,12-Oct,public,2019,0,1,0,MA,Massachusetts,No,0.142857143,0.571428571,0,3.285714286,0,0,0.571428571,Urban,42.194612,-72.652544,32
7,Suffolk County,12-Sep,No,BOSTON DAY AND EVENING ACADEMY CHARTER (DISTRICT),2.50E+11,BOSTON DAY AND EVENING ACADEMY CHARTER SCHOOL,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,No,0.571428571,28.42857143,0.571428571,25.28571429,0,0.714285714,3.428571429,Urban,42.326972,-71.081831,414
6,Middlesex County,12-Sep,Yes,WILMINGTON,2.51E+11,WILMINGTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6.285714286,1.714285714,0,5,0,3.428571429,98.71428571,Urban,42.555706,-71.16378,808
3,Essex County,12-Sep,Yes,METHUEN,2.51E+11,METHUEN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.57142857,5.142857143,0.142857143,113.4285714,0.285714286,13.14285714,135.8571429,Urban,42.73266,-71.172074,1964
4,Bristol County,12-Sep,Yes,NORTON,2.51E+11,NORTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,1.571428571,0,3.571428571,0.285714286,1.714285714,90.71428571,Urban,41.960539,-71.196538,702
9,Plymouth County,12-Sep,Yes,NORWELL,2.51E+11,NORWELL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.285714286,0.714285714,0,2,0.285714286,1.571428571,89.42857143,Urban,42.156312,-70.838596,674
1,Berkshire County,12-Sep,Yes,NORTHERN BERKSHIRE REGIONAL VOCATIONAL TECHNICAL,2.51E+11,CHARLES MCCANN VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.285714286,0.428571429,0,1,0,1.857142857,68.85714286,Rural,42.66433,-73.100772,507
1,Worcester County,12-Sep,Yes,DUDLEY-CHARLTON REG,2.50E+11,SHEPHERD HILL REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,2.714285714,0.285714286,13.57142857,0.142857143,3.285714286,127.1428571,Urban,42.053622,-71.917946,1048
9,Barnstable County,12-Sep,Yes,BOURNE,2.50E+11,BOURNE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.857142857,0.714285714,0.428571429,3.142857143,0.142857143,1.857142857,57.71428571,Urban,41.738896,-70.59254,461
9,Barnstable County,12-Sep,Yes,MASHPEE,2.51E+11,MASHPEE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,3.571428571,3.714285714,2.714285714,0.142857143,3.428571429,49.28571429,Urban,41.614857,-70.506235,454
3,Middlesex County,12-Sep,Yes,MARLBOROUGH,2.51E+11,MARLBOROUGH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.857142857,4.714285714,0.142857143,83,0,2.857142857,56.42857143,Urban,42.363279,-71.545074,1050
9,Plymouth County,12-Sep,Yes,PEMBROKE,2.51E+11,PEMBROKE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,0.857142857,0,1.571428571,0.142857143,1,110.8571429,Rural,42.053541,-70.797845,816
4,Norfolk County,12-Sep,Yes,NEEDHAM,2.51E+11,NEEDHAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,19.42857143,5,0.285714286,11.85714286,0.142857143,11,188.8571429,Urban,42.286816,-71.23119,1658
1,Hampden County,12-Sep,Yes,WEST SPRINGFIELD,2.51E+11,WEST SPRINGFIELD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.85714286,7.428571429,0.285714286,35.14285714,0,3.857142857,116.4285714,Urban,42.122225,-72.640894,1232
